Município,Branca,Preta,Amarela,Parda,Indígena,Sem declaração,Total,Ano
352920 MARTINOPOLIS,"707,62","559,27","1091,55","470,14",250,...,"628,66",2010
352930 MATAO,"1006,71","574,61","768,21","750,83","382,19",170,"915,96",2010
352940 MAUA,"761,26","583,33","1166,24","562,74","560,35","459,49","680,48",2010
352950 MENDONCA,"726,35","480,31","985,91","587,52",...,...,"697,88",2010
352960 MERIDIANO,"739,76","468,33","577,63","514,98",...,...,"681,07",2010
352965 MESOPOLIS,"579,92","674,42","1575,76","409,2",...,...,"527,48",2010
352970 MIGUELOPOLIS,"767,22","493,08","589,98","458,08",...,...,"643,34",2010
352980 MINEIROS DO TIETE,"777,23","550,89",585,"498,03",...,...,"694,22",2010
352990 MIRACATU,"534,48","408,64","721,56","332,96","138,96",...,"435,98",2010
353000 MIRA ESTRELA,"634,96","702,94","663,8","552,91",...,"294,33","611,58",2010
353010 MIRANDOPOLIS,"815,52","576,8","1428,74","514,99",...,...,"739,77",2010
353020 MIRANTE DO PARANAPANEMA,"618,66","417,62","662,97","396,92",...,...,"510,67",2010
353030 MIRASSOL,"848,79","521,34","649,3","558,7","155,76",...,"776,58",2010
353040 MIRASSOLANDIA,"668,31","553,11","1174,64","538,11","267,85",...,"632,06",2010
353050 MOCOCA,"981,63","655,94","533,34","552,39","766,57",...,"861,67",2010
353060 MOGI DAS CRUZES,"1045,17","581,16","1402,11","532,81","566,16",...,"887,95",2010
353070 MOGI GUACU,"857,38","519,13","826,11","536,58","698,67",...,"791,42",2010
353080 MOGI MIRIM,"1024,11","575,53","925,99","575,77","545,47",550,"918,99",2010
353090 MOMBUCA,"959,31","481,56","197,5","352,13",102,...,"783,02",2010
353100 MONCOES,"827,56",708,"662,87","490,44",...,...,"748,85",2010
353110 MONGAGUA,"774,86","622,3","665,05","488,88","431,69",...,"669,34",2010
353120 MONTE ALEGRE DO SUL,"938,26","446,82","1528,9","528,4","56,67",...,"859,29",2010
353130 MONTE ALTO,"895,02","534,56","1599,16","594,87",...,...,"827,19",2010
353140 MONTE APRAZIVEL,"1127,68","511,02","1186,88","714,41","142,5",...,"1021,97",2010
353150 MONTE AZUL PAULISTA,"859,27","513,37","647,45","488,88","418,46",...,"761,62",2010
353160 MONTE CASTELO,"699,14","526,5","1186,13","510,6",...,...,"635,21",2010
353170 MONTEIRO LOBATO,"647,35","424,08","1445,05","408,55",725,...,"579,5",2010
353180 MONTE MOR,"801,81","446,73","563,65","487,45","525,15",...,"657,86",2010
353190 MORRO AGUDO,"855,72","528,92","731,61","509,43","576,68",...,"678,41",2010
353200 MORUNGABA,"782,65","592,62","954,6","512,84",...,...,"696,79",2010
353205 MOTUCA,"627,81","446,78",...,"370,19",...,...,"521,84",2010
353210 MURUTINGA DO SUL,"705,75","404,47","624,09","509,46",...,...,"628,28",2010
353215 NANTES,"479,7","416,25","355,99","462,96",...,...,"468,41",2010
353220 NARANDIBA,"544,8","405,93","470,6","420,12",750,...,"477,57",2010
353230 NATIVIDADE DA SERRA,"526,94","506,43","368,56","344,52","1698,21",...,"487,8",2010
353240 NAZARE PAULISTA,"586,3","436,42","728,81","361,67","118,14",...,"529,45",2010
353250 NEVES PAULISTA,"840,81","505,9","321,56","599,96",...,...,"782,89",2010
353260 NHANDEARA,"933,68","529,87","449,27","551,56",...,...,"872,31",2010
353270 NIPOA,"683,78","505,17",530,"538,05",...,...,"626,72",2010
353280 NOVA ALIANCA,"688,01","501,45","692,38","508,76",...,...,"655,38",2010
353282 NOVA CAMPINA,"356,55","420,02","383,19","260,34",...,...,"329,24",2010
353284 NOVA CANAA PAULISTA,"548,85","401,21","479,51","470,06","263,33",...,"519,87",2010
353286 NOVA CASTILHO,"636,63",487,522,"450,62",...,...,"569,01",2010
353290 NOVA EUROPA,"788,68","445,46","816,85","556,75",...,...,"694,85",2010
353300 NOVA GRANADA,"839,41","483,99","930,64","526,09",...,...,"729,72",2010
353310 NOVA GUATAPORANGA,"681,26","597,29",515,"558,57",...,...,"651,46",2010
353320 NOVA INDEPENDENCIA,"562,11","657,88","372,01","491,2",...,...,"531,22",2010
353325 NOVAIS,"795,65","476,59","579,41","538,22",...,...,"662,2",2010
353330 NOVA LUZITANIA,"670,54",563,"313,37","593,04","527,5",...,"630,17",2010
353340 NOVA ODESSA,"900,88","698,73","1050,38",669,"631,73",...,"838,76",2010
353350 NOVO HORIZONTE,"877,01","488,48","1041,97","537,47",...,...,"801,6",2010
353360 NUPORANGA,"801,79","611,44","1003,7","546,31",...,...,"745,3",2010
353370 OCAUCU,"599,43","379,24","363,31","436,02",...,...,"543,57",2010
353380 OLEO,"708,93","628,2","441,89","460,36",...,...,"670,9",2010
353390 OLIMPIA,"863,44","466,67","1344,36","549,78",...,...,"771,53",2010
353400 ONDA VERDE,"638,51","518,01","1110,05","500,11",...,...,"582,72",2010
353410 ORIENTE,"795,09","513,88","5448,6","493,72",600,...,"683,37",2010
353420 ORINDIUVA,"755,91","614,85","793,38","622,01","425,92",...,"696,41",2010
353430 ORLANDIA,"1119,1","655,04","984,21","589,75",...,...,"916,63",2010
353440 OSASCO,"1119,49","641,68",1591,"618,31","967,79","371,52","923,4",2010
353450 OSCAR BRESSANE,"762,54","405,32","360,31","488,38",290,...,"663,8",2010
353460 OSVALDO CRUZ,"880,35","472,46","1377,41","525,78","736,97",...,"780,96",2010
353470 OURINHOS,"967,78","553,59","989,49","553,19","490,32",...,"853,57",2010
353475 OUROESTE,"779,37","514,44","734,29","544,12","950,83",...,"688,63",2010
353480 OURO VERDE,"579,62","416,4","544,8","412,76",435,...,"495,66",2010
353490 PACAEMBU,"782,13","486,34","1270,62","480,95",...,...,"690,04",2010
353500 PALESTINA,"727,26","554,34","403,58","536,93",...,...,"673,35",2010
353510 PALMARES PAULISTA,"646,51","499,03","584,26","593,01",...,...,"613,14",2010
353520 PALMEIRA D'OESTE,"781,92","372,12","975,6","464,36",...,...,"697,73",2010
353530 PALMITAL,"758,54","661,8","490,62","453,88",...,...,"709,03",2010
353540 PANORAMA,"773,09","428,44","847,14","489,43",300,...,"647,85",2010
353550 PARAGUACU PAULISTA,"787,99","554,86","639,86","475,4","953,07",...,"683,96",2010
353560 PARAIBUNA,"708,53","443,71","407,82","456,47",...,...,"653,03",2010
353570 PARAISO,"919,84","579,86","1536,55","584,42",750,...,"850,65",2010
353580 PARANAPANEMA,"654,84","439,37","644,77","434,74","217,16",...,"590,56",2010
353590 PARANAPUA,"749,17","399,33","1052,94","447,96",...,...,"666,85",2010
353600 PARAPUA,"676,61","489,73","993,08","420,6",170,...,"595,38",2010
353610 PARDINHO,"787,17","532,29","556,89","431,43",...,...,"694,57",2010
353620 PARIQUERA-ACU,"641,01","470,49","1172,15","394,58","98,61",...,"547,72",2010
353625 PARISI,"781,43","534,57","707,23","517,35","537,01",...,"705,24",2010
353630 PATROCINIO PAULISTA,"672,37","447,09","490,09","477,32",466,...,"596,83",2010
353640 PAULICEIA,"687,87","561,17","956,17","450,17","193,17",346,"587,97",2010
353650 PAULINIA,"1338,98","756,75","1443,11",794,"1054,85",...,"1145,61",2010
353657 PAULISTANIA,"619,54","394,12","286,65","362,3",254,...,"559,91",2010
353660 PAULO DE FARIA,"961,74","441,52","685,58","417,43",...,...,"692,51",2010
353670 PEDERNEIRAS,"908,49","539,97","499,38","522,53",1200,...,"780,3",2010
353680 PEDRA BELA,"548,34","391,15","685,89","401,64",...,...,"520,64",2010
353690 PEDRANOPOLIS,"603,33","566,25","746,42","579,23",...,...,600,2010
353700 PEDREGULHO,"720,16","460,38","2285,18","634,41",...,...,"679,52",2010
353710 PEDREIRA,"948,88","523,28","634,75","573,28","615,02",...,"841,37",2010
353715 PEDRINHAS PAULISTA,"1002,18","518,27","275,5","446,96",...,...,"845,58",2010
353720 PEDRO DE TOLEDO,"555,98","363,4","1155,86","344,88","96,67",...,"464,32",2010
353730 PENAPOLIS,"923,7","548,73","1335,86","576,98","609,01",...,"828,65",2010
353740 PEREIRA BARRETO,"804,02","563,52","1064,02","574,38","533,33",...,"705,4",2010
353750 PEREIRAS,"736,81","421,56","842,6","514,7",700,...,"688,32",2010
353760 PERUIBE,"876,6","510,83","1617,51","513,57","445,53",...,"734,74",2010
353770 PIACATU,"625,78","475,19","534,28","420,53","407,33",...,"552,84",2010
353780 PIEDADE,"614,32","498,09","948,64","420,56","514,16",...,"586,11",2010
353790 PILAR DO SUL,"519,91","444,53","568,58","369,49","335,28",...,"485,75",2010
353800 PINDAMONHANGABA,"946,67","613,77","1109,06","554,94","362,77",...,"814,65",2010
353810 PINDORAMA,"771,59","442,23",615,"560,03",...,...,"717,48",2010
353820 PINHALZINHO,"692,95","450,29","653,99","462,73","1089,06",...,"645,54",2010
353830 PIQUEROBI,"579,7","476,86","684,64","402,03",...,...,"509,13",2010
353850 PIQUETE,"745,95","481,54","1087,02","487,66",...,...,"649,68",2010
353860 PIRACAIA,"1016,6","525,04","1388,64","463,94",170,...,"882,42",2010
353870 PIRACICABA,"1294,11","643,35","1355,63","608,35","460,47","700,2","1112,71",2010
353880 PIRAJU,"850,49","399,44","1118,88","469,08","601,33",...,"794,34",2010
353890 PIRAJUI,"876,76","506,07","1598,43","495,59","336,67",...,"764,07",2010
353900 PIRANGI,"840,6","619,82","1106,85","553,1",...,...,"771,61",2010
353910 PIRAPORA DO BOM JESUS,"592,29","447,5","582,05","486,28",1325,...,532,2010
353920 PIRAPOZINHO,"971,45","483,99","1693,48","514,37","905,1",...,"788,24",2010
353930 PIRASSUNUNGA,"1208,1","659,96","1551,87","664,71","437,68",...,"1070,41",2010
353940 PIRATININGA,"1061,95","650,15","1309,28","516,48","606,53",...,"915,44",2010
353950 PITANGUEIRAS,"730,02","480,94","961,78","471,87","393,2",...,"611,98",2010
353960 PLANALTO,"586,55","393,79","382,5","427,92",...,...,"547,4",2010
353970 PLATINA,"676,41","433,24",1075,"397,67","144,48",...,"589,22",2010
353980 POA,"719,97","559,3","890,45","539,96","552,74",...,"639,9",2010
353990 POLONI,"839,53","652,08","450,65","570,13",510,...,"778,37",2010
354000 POMPEIA,"959,08","552,44","1489,42","575,25",...,...,"821,01",2010
354010 PONGAI,"794,45","383,9",855,"487,03",340,...,"730,34",2010
354020 PONTAL,"771,41","531,65","569,2","603,66","801,94",...,"673,55",2010
354025 PONTALINDA,"631,03","414,67","398,49","415,62",...,...,"539,36",2010
354030 PONTES GESTAL,"680,28","537,76","564,53","523,98",...,...,"637,47",2010
354040 POPULINA,"659,32","495,44","309,5","563,77",...,...,"618,64",2010
354050 PORANGABA,"667,56","296,63","1431,41","342,34",...,...,"590,1",2010
354060 PORTO FELIZ,"856,58","465,04","1183,3","522,75","589,22",...,"774,93",2010
354070 PORTO FERREIRA,"891,53","533,49","306,7","503,23",1000,...,"767,49",2010
354075 POTIM,"470,37","550,32","699,19","415,23",...,...,"453,95",2010
354080 POTIRENDABA,"859,28","627,13","607,66","518,19",...,...,"783,61",2010
354085 PRACINHA,"519,52","478,3","466,62","387,7",...,...,"473,22",2010
354090 PRADOPOLIS,"922,34","536,62","504,97","547,38","158,33",...,"778,54",2010
354100 PRAIA GRANDE,"948,52","598,53","1123,86","563,41","853,51",...,"790,83",2010
354105 PRATANIA,"588,5","417,33",200,"461,14",...,...,"548,48",2010
354110 PRESIDENTE ALVES,"736,76","460,54","455,11","493,61",...,...,"653,37",2010
354120 PRESIDENTE BERNARDES,"776,79","389,14","1250,23","427,74","439,43",...,"683,11",2010
354130 PRESIDENTE EPITACIO,"788,13","472,05","809,47","541,33","450,25",...,"664,83",2010
354140 PRESIDENTE PRUDENTE,"1285,09","652,15","1340,59","599,18","639,12",...,"1067,78",2010
354150 PRESIDENTE VENCESLAU,"985,42","484,29","1218,34","523,2",350,...,"819,2",2010
354160 PROMISSAO,"808,88","625,16","994,02","523,72","963,5",...,"714,65",2010
354165 QUADRA,"687,39","365,6","481,57","412,66",...,...,"623,76",2010
354170 QUATA,"750,2","484,28","940,95","506,1","513,22",...,"644,09",2010
354180 QUEIROZ,"514,22","392,99","333,33","468,59","268,25",...,"486,6",2010
354190 QUELUZ,"573,55","493,94","657,62","366,03","704,62",...,"486,45",2010
354200 QUINTANA,"660,11","379,36","872,97","462,86",...,...,"570,43",2010
354210 RAFARD,"785,53","491,68",255,"555,87",...,...,"712,44",2010
354220 RANCHARIA,"823,34","450,05","1898,25","458,99","579,26",...,"704,15",2010
354230 REDENCAO DA SERRA,"404,2","351,53","460,32","359,27",216,...,"395,27",2010
354240 REGENTE FEIJO,"897,39","500,51","662,58","528,93","490,67",...,"768,56",2010
354250 REGINOPOLIS,"734,92","416,45","1179,66","520,66",...,...,684,2010
354260 REGISTRO,"786,85","465,85","1316,35","434,65","292,32",...,"680,62",2010
354270 RESTINGA,"527,54","398,95","288,45","426,12","460,73",...,"484,47",2010
354280 RIBEIRA,"472,38","529,15",...,"287,66",...,...,"407,79",2010
354290 RIBEIRAO BONITO,"849,25","499,41","839,68","435,15","1086,67",...,"670,1",2010
354300 RIBEIRAO BRANCO,"338,48","318,69","638,77","244,37","234,81",...,"308,69",2010
354310 RIBEIRAO CORRENTE,"687,46","471,77","247,71","450,22",...,...,"573,71",2010
354320 RIBEIRAO DO SUL,"810,15","839,78","521,36","1050,34",...,...,"865,65",2010
354323 RIBEIRAO DOS INDIOS,"561,81","418,94","101,35","382,85",230,...,"487,25",2010
354325 RIBEIRAO GRANDE,"437,05","316,32","522,38","413,28","254,95",...,"431,46",2010
354330 RIBEIRAO PIRES,"882,21","725,47","1413,32","632,32","626,59",...,"806,17",2010
354340 RIBEIRAO PRETO,"1526,68","736,88","1547,43","693,38","1110,63","169,1","1283,15",2010
354350 RIVERSUL,"454,99","243,77","595,21","279,42",...,...,"400,75",2010
354360 RIFAINA,"751,51","416,69","482,31","491,43",...,...,"653,03",2010
354370 RINCAO,"733,73","491,72","1201,6","461,05","354,58",...,"621,47",2010
354380 RINOPOLIS,"689,29","389,03","610,69","434,52",...,...,"601,86",2010
354390 RIO CLARO,"1169,56","647,19","1099,62","579,47","942,27",...,1028,2010
354400 RIO DAS PEDRAS,"950,28","539,04","631,95","528,45","520,5",...,"799,37",2010
354410 RIO GRANDE DA SERRA,"596,09","499,11","1728,67","491,25","336,06",...,"547,34",2010
354420 RIOLANDIA,"621,44","456,53","823,16","429,66",...,...,"533,78",2010
354425 ROSANA,"1133,95","588,06","890,58","523,19","268,31",...,"830,01",2010
354430 ROSEIRA,"655,29","414,9","786,09","481,67","400,75",...,"583,98",2010
354440 RUBIACEA,"633,28","501,63","490,85","493,6",...,...,"565,14",2010
354450 RUBINEIA,"686,58","500,59","943,02","621,98",...,...,"668,5",2010
354460 SABINO,"727,48","466,54","668,13","495,08",...,...,"641,57",2010
354470 SAGRES,"692,18","537,87","1228,18","462,56",...,...,"591,37",2010
354480 SALES,"706,66","548,11","1064,83","494,98","227,5",...,"653,36",2010
354490 SALES OLIVEIRA,"852,19","529,81","1539,06","525,13","487,5",...,"784,96",2010
354500 SALESOPOLIS,"606,16","460,16","955,52","386,53","480,53",...,"570,24",2010
354510 SALMOURAO,"639,89","365,47","458,3","441,71","395,9",...,"539,62",2010
354515 SALTINHO,"1013,3","637,57","674,33","630,65","1145,98",...,"964,52",2010
354520 SALTO,"964,13","571,65","2037,27","625,78",510,...,"864,7",2010
354530 SALTO DE PIRAPORA,"672,45","482,99","907,67","454,06","486,26",...,"609,87",2010
354540 SALTO GRANDE,"540,42",350,"1943,94","350,71",...,...,"483,91",2010
354550 SANDOVALINA,"602,44","520,17","417,21","416,28","454,09",...,"500,65",2010
354560 SANTA ADELIA,"938,24","626,12","660,59","593,86","786,37",...,"850,08",2010
354570 SANTA ALBERTINA,"741,71","421,55","610,71","547,66",...,...,"675,86",2010
354580 SANTA BARBARA D'OESTE,"925,69","732,14","732,35","636,52","438,43","361,16","847,03",2010
354600 SANTA BRANCA,"715,07","469,04","616,83","465,57","490,16",...,"638,77",2010
354610 SANTA CLARA D'OESTE,"748,31","461,84",...,"471,21",400,...,"671,38",2010
354620 SANTA CRUZ DA CONCEICAO,"1574,11","1090,72","528,61","498,96","632,03",...,"1394,08",2010
354625 SANTA CRUZ DA ESPERANCA,"778,81","358,99","482,89","472,18",...,...,"678,94",2010
354630 SANTA CRUZ DAS PALMEIRAS,"930,62","499,34","419,59","669,79","1116,67",...,"814,12",2010
354640 SANTA CRUZ DO RIO PARDO,"898,71","515,74","1925,39","476,77",...,...,"810,99",2010
354650 SANTA ERNESTINA,"807,79","581,45",1020,"521,51",208,...,"681,46",2010
354660 SANTA FE DO SUL,"988,95","559,23","858,71","732,16","456,19",...,"915,21",2010
354670 SANTA GERTRUDES,"772,59","714,26","745,64","578,45",...,...,"709,88",2010
354680 SANTA ISABEL,"644,96","530,23","651,06","488,8","478,73",...,"598,38",2010
354690 SANTA LUCIA,"686,8","543,68","459,23","478,18",655,...,"604,54",2010
354700 SANTA MARIA DA SERRA,"637,15","431,86","611,76","428,13",650,...,"557,99",2010
354710 SANTA MERCEDES,"619,66","503,98","860,2","470,2","367,89",...,"557,58",2010
354720 SANTANA DA PONTE PENSA,"892,11","824,23","2349,74","646,18",...,...,"854,32",2010
354730 SANTANA DE PARNAIBA,"2632,9","536,4","2706,02","555,43","2388,3",-,"1798,5",2010
354740 SANTA RITA D'OESTE,"714,88","432,67","466,9","512,97",...,...,"664,51",2010
354750 SANTA RITA DO PASSA QUATRO,"1011,15","434,65","2549,43","561,95",570,...,"906,23",2010
354760 SANTA ROSA DE VITERBO,"960,39","438,24","335,48","558,25","155,5",...,"811,86",2010
354765 SANTA SALETE,"677,47","584,59",2014,"625,64",...,...,"673,06",2010
354770 SANTO ANASTACIO,"850,02","479,8","935,58","452,59",-,...,"711,46",2010
354780 SANTO ANDRE,"1463,98","779,02","2177,45","716,19","788,48",...,"1270,87",2010
354790 SANTO ANTONIO DA ALEGRIA,"623,31","451,51","570,29","444,76",...,...,"577,66",2010
354800 SANTO ANTONIO DE POSSE,"738,47","543,33","3735,55","456,22",...,...,"673,38",2010
354805 SANTO ANTONIO DO ARACANGUA,"690,2","617,6","512,9","616,14",455,...,"653,05",2010
354810 SANTO ANTONIO DO JARDIM,"663,95","636,58","327,93","422,9",...,...,"620,31",2010
354820 SANTO ANTONIO DO PINHAL,"585,75","280,65","1016,97","424,94",...,...,"560,38",2010
354830 SANTO EXPEDITO,"557,96","377,35","1135,31","401,68",510,...,"492,08",2010
354840 SANTOPOLIS DO AGUAPEI,"598,63","583,87","764,58","476,31",144,...,"547,8",2010
354850 SANTOS,"1955,29","885,8","1675,25","840,75","1238,35","432,08","1651,82",2010
354860 SAO BENTO DO SAPUCAI,"732,13","468,14","640,08","504,13",...,...,"696,29",2010
354870 SAO BERNARDO DO CAMPO,"1388,73","722,29","1702,43","730,8","620,06","185,85","1171,05",2010
354880 SAO CAETANO DO SUL,"2139,66","1145,57","1747,9","1160,26","1280,37",...,"2008,98",2010
354890 SAO CARLOS,"1223,89","701,16","2041,32","612,66","634,98",...,"1070,09",2010
354900 SAO FRANCISCO,"686,05","315,48","434,8","510,32","266,67",...,"636,91",2010
354910 SAO JOAO DA BOA VISTA,"1089,86","508,56","508,71","621,9","453,44",...,"987,91",2010
354920 SAO JOAO DAS DUAS PONTES,"558,39","372,52","544,26","449,26",...,...,"529,86",2010
354925 SAO JOAO DE IRACEMA,"612,31","559,16","459,33","474,84",...,...,"557,06",2010
354930 SAO JOAO DO PAU D'ALHO,"708,31","637,65","1286,66","581,53",...,...,"680,27",2010
354940 SAO JOAQUIM DA BARRA,"933,55","583,76","1041,3","576,41",370,...,"796,08",2010
354950 SAO JOSE DA BELA VISTA,"681,36","435,97","446,94","352,82",...,...,"546,2",2010
354960 SAO JOSE DO BARREIRO,"584,91","273,14",...,"311,11",2000,...,"483,13",2010
354970 SAO JOSE DO RIO PARDO,"908,53","497,8","676,5","475,32","662,08",...,"793,85",2010
354980 SAO JOSE DO RIO PRETO,"1253,84","709,55","1425,96","733,24","639,23","404,99","1137,72",2010
354990 SAO JOSE DOS CAMPOS,"1291,73","698,27","1916,27","745,74","549,07","381,35","1157,29",2010
354995 SAO LOURENCO DA SERRA,"633,81","441,78","913,87","477,84",490,...,"579,73",2010
355000 SAO LUIS DO PARAITINGA,"613,31","438,53","3155,85","473,1",...,...,"587,32",2010
355010 SAO MANUEL,"875,08","554,46","841,27","505,62",...,...,"767,49",2010
355020 SAO MIGUEL ARCANJO,"709,12","528,84","1514,5","394,86",...,...,"641,47",2010
355030 SAO PAULO,"1843,58","746,96","2405,01","638,2","870,65","315,93","1416,13",2010
